Timestamp;Domain;Type;Group;Server;Status;Latency;Answer_Snippet
2026-02-02 07:01:18;google.com;A;GOOGLE;8.8.8.8;NOERROR;47;142.251.132.46
2026-02-02 07:01:18;google.com;A;GOOGLE;8.8.4.4;NOERROR;95;142.250.78.206
2026-02-02 07:01:18;google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;15;172.217.30.142
2026-02-02 07:01:18;google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;172.217.30.142
2026-02-02 07:01:18;google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;35;2800:3f0:4004:811::200e
2026-02-02 07:01:19;google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;87;2800:3f0:4004:802::200e
2026-02-02 07:01:19;google.com;AAAA;CLOUDFLARE;1.1.1.1;NOERROR;11;2800:3f0:4001:807::200e
2026-02-02 07:01:19;google.com;AAAA;CLOUDFLARE;1.0.0.1;NOERROR;15;2800:3f0:4001:807::200e
2026-02-02 07:01:19;google.com;TXT;GOOGLE;8.8.8.8;NOERROR;87;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-02 07:01:19;google.com;TXT;GOOGLE;8.8.4.4;NOERROR;95;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-02 07:01:20;google.com;TXT;CLOUDFLARE;1.1.1.1;NOERROR;87;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-02 07:01:20;google.com;TXT;CLOUDFLARE;1.0.0.1;NOERROR;11;apple-domain-verification=30afIBcvSuDV2PLX cisco-ci-domain-verification=47c38bc8c4b74b7233e9053220c1
2026-02-02 07:01:20;www.google.com;A;GOOGLE;8.8.8.8;NOERROR;35;142.250.218.228
2026-02-02 07:01:20;www.google.com;A;GOOGLE;8.8.4.4;NOERROR;47;142.250.78.164
2026-02-02 07:01:20;www.google.com;A;CLOUDFLARE;1.1.1.1;NOERROR;11;142.251.150.119 142.251.151.119 142.251.152.119 142.251.153.119 142.251.154.119 142.251.155.119 142.
2026-02-02 07:01:21;www.google.com;A;CLOUDFLARE;1.0.0.1;NOERROR;15;142.251.150.119 142.251.151.119 142.251.152.119 142.251.153.119 142.251.154.119 142.251.155.119 142.
2026-02-02 07:01:21;www.google.com;AAAA;GOOGLE;8.8.8.8;NOERROR;31;2800:3f0:4004:814::2004
2026-02-02 07:01:21;www.google.com;AAAA;GOOGLE;8.8.4.4;NOERROR;43;2800:3f0:4004:814::2004
